Course title,Course_Type,Organization,Skills,Workload,Difficulty_level,Language,Course_link,Ratings,Review count,Payment_Model
Electrones en Acción: Electrónica y Arduinos para tus propios Inventos,Individual Course,Pontificia Universidad Católica de Chile,Electrical Engineering,El curso dura 4 semanas y se estima que a los alumnos les tome 4-6 horas/semana.,N/A,es,https://www.coursera.org/learn/electrones-en-accion,4.8,2553,Free Audit / Pay for Cert
أسس القيادة اليومية,Individual Course,University of Illinois Urbana-Champaign,Leadership And Management,4 أسابيع دراسية، من 4 إلى 6 ساعات في الأسبوع,N/A,ar,https://www.coursera.org/learn/everyday-leadership-foundation-ar,4.9,128,Free Audit / Pay for Cert
Microsoft Excel إنشاء سجل دوام لموظف باستخدام ,Individual Course,Coursera,"Business Essentials, Finance",2 ساعه,Beginner,ar,https://www.coursera.org/learn/qum-biiinsha-jadwal-zamaniin-limuazaf-biastikhdam-microsoft-excel,N/A,0,Free Audit / Pay for Cert
Architecture and Virtualization,Individual Course,Packt,"Networking, Security",,Intermediate,en,https://www.coursera.org/learn/packt-architecture-and-virtualization-9cfl7,4.9,15,Free Audit / Pay for Cert
Epidemics - the Dynamics of Infectious Diseases,Individual Course,The Pennsylvania State University,Basic Science,20 hours of videos and quizzes,N/A,en,https://www.coursera.org/learn/epidemics,4.8,1678,Free Audit / Pay for Cert
Voice of the Customer (VoC): Enhancing Experiences ,Individual Course,Coursera,"Marketing, Personal Development",60-75 Minutes,Beginner,en,https://www.coursera.org/learn/voice-of-the-customer-voc-enhancing-experiences,4.8,150,Free Audit / Pay for Cert
Engineering Probability and Statistics Part 1,Individual Course,Northeastern University ,Probability And Statistics,,N/A,en,https://www.coursera.org/learn/engineering-probability-and-statistics-part-1,N/A,2,Free Audit / Pay for Cert
Digital Transformation with Google Cloud - Português Brasileiro,Individual Course,Google Cloud,Cloud Computing,,Beginner,pt-BR,https://www.coursera.org/learn/digital-transformation-with-gc-portugus-brasileiro,N/A,0,Free Audit / Pay for Cert
신재생 에너지 기술 기초,Individual Course,University of Colorado Boulder,"Environmental Science And Sustainability, Business Essentials",5주간 일주일에 약 3시간씩,Beginner,ko,https://www.coursera.org/learn/renewable-energy-technology-fundamentals-ko,N/A,1,Free Audit / Pay for Cert
Editing and Enhancing AI Generated Content,Individual Course,"University of California, Davis","Business Essentials, Machine Learning","4 weeks of study, 2-3 hours/week",Beginner,en,https://www.coursera.org/learn/editing-and-enhancing-ai-generated-content,N/A,2,Free Audit / Pay for Cert
Introduction to Computers and Operating Systems and Security,Individual Course,Microsoft,"Security, Cloud Computing","4 weeks of study, 3-5 hours/week.",Beginner,en,https://www.coursera.org/learn/introduction-to-computers-and-operating-systems-and-security,4.8,1953,Free Audit / Pay for Cert
Analyze Users & Optimize Product Retention,Individual Course,Coursera,"Data Analysis, Business Strategy",114 minutes,Intermediate,en,https://www.coursera.org/learn/analyze-users--optimize-product-retention,N/A,1,Free Audit / Pay for Cert
"Cloud Security, Resiliency, and Vulnerability Management",Individual Course,Packt,"Computer Security And Networks, Security",,Intermediate,en,https://www.coursera.org/learn/packt-cloud-security-resiliency-and-vulnerability-management-aqsju,N/A,6,Free Audit / Pay for Cert
Network Traffic and Logs Using IDS and SIEM Tools,Individual Course,Google,"Computer Security And Networks, Security",,Beginner,en,https://www.coursera.org/learn/google-network-traffic-and-logs-using-ids-and-siem-tools,4.7,11,Free Audit / Pay for Cert
Social Network Analysis,Individual Course,Johns Hopkins University,"Algorithms, Data Analysis","3 weeks of study, 4-5 hours/week",Intermediate,en,https://www.coursera.org/learn/social-network-analysis2,N/A,242,Free Audit / Pay for Cert
Git with GitLab and BitBucket,Individual Course,LearnKartS,"Software Development, Cloud Computing","1  week of study, 3 hours/week",Intermediate,en,https://www.coursera.org/learn/complete-git-with-gitlab-and-bitbucket,4.5,11,Free Audit / Pay for Cert
Automating Processes with Bamboo CI/CD,Individual Course,Coursera,"Software Development, Mobile And Web Development",70 Minutes,Intermediate,en,https://www.coursera.org/learn/automating-processes-with-bamboo-cicd,N/A,0,Free Audit / Pay for Cert
Capstone - Launch Your Own Business!,Capstone Project,Michigan State University,Entrepreneurship,"6 weeks of study, 3-4 hours/week",N/A,en,https://www.coursera.org/learn/start-your-own-business-project,4.8,144,Subscription
Cambio climático en empresas de agua y saneamiento,Individual Course,Banco Interamericano de Desarrollo,"Environmental Science And Sustainability, Business Strategy","4 semanas de estudio, 2.5 horas/semana",Beginner,es,https://www.coursera.org/learn/cambio-climatico-en-empresas-de-agua-y-saneamiento,N/A,7,Free Audit / Pay for Cert
Practical MATLAB Skills,Individual Course,MathWorks,"Electrical Engineering, Mechanical Engineering","4 weeks to complete, 4-5 hours per week",Beginner,en,https://www.coursera.org/learn/practical-matlab-skills,N/A,1,Free Audit / Pay for Cert
GCP: Compute and Networking,Individual Course,Whizlabs,"Software Development, Networking","2 weeks of study, 2 hours/week",Advanced,en,https://www.coursera.org/learn/gcp-compute-and-networking,N/A,0,Free Audit / Pay for Cert
"Power BI: Data Analysis, Reporting, and Connecting",Individual Course,Logical Operations,"Data Analysis, Business Essentials",,N/A,en,https://www.coursera.org/learn/power-bi-data-analysis-reporting-connecting-lo095214,N/A,2,Free Audit / Pay for Cert
The Analyze Phase for the 6 σ Black Belt,Individual Course,Kennesaw State University,"Business Essentials, Leadership And Management",,N/A,en,https://www.coursera.org/learn/theanalyzephaseforthesixsigmablackbelt,4.4,53,Free Audit / Pay for Cert
Supplier Partnerships,Individual Course,Rutgers the State University of New Jersey,"Leadership And Management, Personal Development",,Intermediate,en,https://www.coursera.org/learn/supplier-partnerships,N/A,6,Free Audit / Pay for Cert
Trabajando de inicio a fin con GIT,Individual Course,Coursera,"Support And Operations, Software Development",60 minutos,Beginner,es,https://www.coursera.org/learn/git-inicio-fin,N/A,0,Free Audit / Pay for Cert
Angular Fundamentals and Core Concepts,Individual Course,Packt,"Software Development, Mobile And Web Development",,Beginner,en,https://www.coursera.org/learn/packt-angular-fundamentals-and-core-concepts-dlpce,N/A,0,Free Audit / Pay for Cert
Mastering Negotiation Skills & Strategies,Individual Course,Northeastern University ,"Business Essentials, Healthcare Management",,Beginner,en,https://www.coursera.org/learn/mastering-negotiation-skills-and-strategies,4.8,12,Free Audit / Pay for Cert
GenAI in Litigation and Dispute Resolution,Individual Course,Coursera,"Machine Learning, Law",3 Hours,Intermediate,en,https://www.coursera.org/learn/genai-in-litigation-and-dispute-resolution,N/A,5,Free Audit / Pay for Cert
App Dev: Storing Image and Video Files in Cloud Storage - Python,Individual Course,Google Cloud,"Data Management, Cloud Computing",1 hour,Intermediate,en,https://www.coursera.org/learn/googlecloud-app-dev-storing-image-and-video-files-in-cloud-storage-python-x6sk3,N/A,0,Free Audit / Pay for Cert
Strategic Thinking,Individual Course,Arizona State University,Personal Development,,N/A,en,https://www.coursera.org/learn/strategicthinking,4.6,99,Free Audit / Pay for Cert
Advanced Security Strategies and Incident Response,Individual Course,Packt,"Security, Computer Security And Networks",,Advanced,en,https://www.coursera.org/learn/packt-advanced-security-strategies-and-incident-response-kltda,4.4,10,Free Audit / Pay for Cert
Chicken Behaviour and Welfare,Individual Course,The University of Edinburgh,Animal Health,,N/A,en,https://www.coursera.org/learn/chickens,4.8,1207,Free Audit / Pay for Cert
Error-Free Healthcare Data Entry,Individual Course,Coursera,"Patient Care, Health Informatics",169 minutes,Beginner,en,https://www.coursera.org/learn/error-free-healthcare-data-entry,N/A,0,Free Audit / Pay for Cert
Healthcare Business Strategy and New Venture Design,Individual Course,University of Illinois Urbana-Champaign,"Entrepreneurship, Healthcare Management",,Beginner,en,https://www.coursera.org/learn/healthcare-business-strategy-new-venture-design,N/A,1,Free Audit / Pay for Cert
"Targets, Assays & Screening",Individual Course,Novartis,"Research, Basic Science",,Intermediate,en,https://www.coursera.org/learn/targets-assays-screening,4.9,37,Free Audit / Pay for Cert
Professional Selling: Step 1 - Think Like a High-Performer,Individual Course,Kennesaw State University,"Marketing, Entrepreneurship",,Beginner,en,https://www.coursera.org/learn/professional-selling-step-1,4.8,64,Free Audit / Pay for Cert
Abschlussprojekt: Projektmanagement in der realen Welt anwenden,Individual Course,Google,"Leadership And Management, Business Essentials",,Beginner,de,https://www.coursera.org/learn/projektmanagement-in-der-realen-welt-anwenden,N/A,0,Free Audit / Pay for Cert
Google Cloud Fundamentals: Core Infrastructure,Individual Course,Google Cloud,"Cloud Computing, Computer Security And Networks","1 week of study, 6-10 hours/week",Beginner,en,https://www.coursera.org/learn/gcp-fundamentals,4.7,48903,Free Audit / Pay for Cert
CUDA Advanced Libraries,Individual Course,Johns Hopkins University,"Algorithms, Machine Learning","4, 4-8 hours/week",Intermediate,en,https://www.coursera.org/learn/cuda-advanced-libraries,3.1,21,Free Audit / Pay for Cert
Harnessing AI for Injury Prevention and Recovery in Football,Individual Course,Real Madrid Graduate School Universidad Europea,"Public Health, Machine Learning",,Beginner,en,https://www.coursera.org/learn/harnessing-ai-for-injury-prevention-and-recovery-in-football,N/A,0,Free Audit / Pay for Cert
Predictive Models for Toxic Chemical Releases,Individual Course,"University of California, Davis","Chemistry, Probability And Statistics",,N/A,en,https://www.coursera.org/learn/predictive-models-for-toxic-chemical-releases,4.6,55,Free Audit / Pay for Cert
"Advanced Terraform - Variables, Modules, & State Management",Individual Course,Packt,"Cloud Computing, Software Development",,Beginner,en,https://www.coursera.org/learn/packt-advanced-terraform-variables-modules-state-management-lti2k,N/A,0,Free Audit / Pay for Cert
Advanced Linux Troubleshooting and System Recovery,Individual Course,Packt,"Support And Operations, Computer Security And Networks",,Advanced,en,https://www.coursera.org/learn/packt-advanced-linux-troubleshooting-and-system-recovery-50iib,N/A,6,Free Audit / Pay for Cert
"Immunology: Autoimmunity, Allergy, and Transplants",Individual Course,Imperial College London,Basic Science,"5 weeks of study, 1-2 hours/week",Intermediate,en,https://www.coursera.org/learn/immunology-autoimmunity-allergy-and-transplants,4.8,60,Free Audit / Pay for Cert
Solar Power Sensors,Individual Course,University of Colorado Boulder,Electrical Engineering,"8 weeks of study, 5-8 hours/week of work",Intermediate,en,https://www.coursera.org/learn/solar-power-sensors,N/A,7,Free Audit / Pay for Cert
EKP2: Formation of Korean Neo-Confucianism,Individual Course,Sungkyunkwan University,"Philosophy, History","4 weeks of study, 2-3 hours/week",Intermediate,en,https://www.coursera.org/learn/exploration-to-korean-philosophy-2,N/A,6,Free Audit / Pay for Cert
Structural Equation Model and its Applications | 结构方程模型及其应用 (普通话),Individual Course,The Chinese University of Hong Kong,Data Analysis,9 hours of videos and quizzes,N/A,zh-CN,https://www.coursera.org/learn/jiegou-fangcheng-moxing,4.8,95,Free Audit / Pay for Cert
Paths to a Sustainable Future,Individual Course,ESSEC Business School,Education,"4 semaines d'étude, 1 à 2h par semaine",Beginner,en,https://www.coursera.org/learn/paths-to-a-sustainable-future,4.6,16,Free Audit / Pay for Cert
Essential Cloud Infrastructure: Foundation - Español,Individual Course,Google Cloud,"Cloud Computing, Computer Security And Networks","1 semana de estudio, entre 7 y 9 horas semanales",Intermediate,es,https://www.coursera.org/learn/gcp-infrastructure-foundation-es,4.8,367,Free Audit / Pay for Cert
Mecánica de materiales,Individual Course,Pontificia Universidad Católica de Chile,"Mechanical Engineering, Math And Logic",4 horas/semana,Beginner,es,https://www.coursera.org/learn/mecanica-de-materiales,N/A,5,Free Audit / Pay for Cert
Principles of fMRI 1,Individual Course,Johns Hopkins University,"Data Analysis, Health Informatics",,Beginner,en,https://www.coursera.org/learn/functional-mri,4.7,849,Free Audit / Pay for Cert
Suffering and the Human Condition,Individual Course,University of Colorado Boulder,"Education, Personal Development",,Beginner,en,https://www.coursera.org/learn/suffering-and-the-human-condition,4.7,19,Free Audit / Pay for Cert
AI Infrastructure: Networking Techniques,Individual Course,Google Cloud,"Software Development, Cloud Computing",,Intermediate,en,https://www.coursera.org/learn/ai-infrastructure-networking-techniques,N/A,1,Free Audit / Pay for Cert
Speaking to persuade: Motivating audiences with solid arguments and moving language,Individual Course,University of Washington,"Personal Development, Business Essentials",5 weeks of study; 2 hours per week. ,Beginner,en,https://www.coursera.org/learn/persuade-speech,4.8,349,Free Audit / Pay for Cert
Game Design Document: Define the Art & Concepts,Capstone Project,California Institute of the Arts,"Music And Art, Design And Product","6 weeks of study, 2-4 hours/week",Intermediate,en,https://www.coursera.org/learn/game-design-document,4.7,294,Subscription
